method,family,k,dataset,auc_mean,stability_nogueira,bacc,n_feat,runtime_fs,difficulty_tier,dsk_median_auc,relative_auc
bpso,EA,20,Liver_GSE14520_U133A,0.9848,0.3229,0.9653,20.0,,Easy,0.9822,0.0026
bpso,EA,20,Liver_GSE76427,0.9737,0.2964,0.9477,20.0,,Easy,0.968,0.0057
bpso,EA,20,Lung_GSE19804,0.9891,0.3074,0.9542,20.0,,Easy,0.9878,0.0013
bpso,EA,20,Pancreatic_GSE16515,0.9393,0.2256,0.8537,20.0,,Medium,0.9281,0.0112
bpso,EA,20,Prostate_GSE6919_U95Av2,0.7064,0.2406,0.6558,20.0,,Hard,0.6908,0.0156
bpso,EA,20,Renal_GSE53757,0.8744,0.1964,0.8399,20.0,,Medium,0.8707,0.0037
bpso,EA,30,Bladder_GSE31189,0.6125,0.1347,0.5382,30.0,,Hard,0.6312,-0.0187
bpso,EA,30,Breast_GSE70947,0.9289,0.2929,0.8668,30.0,,Medium,0.9373,-0.0084
bpso,EA,30,Colorectal_GSE44076,0.9999,0.3163,0.9895,30.0,,Easy,0.9999,0.0
bpso,EA,30,Colorectal_GSE44861,0.8982,0.2776,0.838,30.0,,Medium,0.896,0.0022
bpso,EA,30,Leukemia_GSE63270,1.0,0.3454,0.9975,30.0,,Easy,1.0,0.0
bpso,EA,30,Liver_GSE14520_U133A,0.9835,0.3224,0.9637,30.0,,Easy,0.9832,0.0003
bpso,EA,30,Liver_GSE76427,0.9816,0.3123,0.952,30.0,,Easy,0.9685,0.0131
bpso,EA,30,Lung_GSE19804,0.9869,0.3121,0.9542,30.0,,Easy,0.989,-0.0021
bpso,EA,30,Pancreatic_GSE16515,0.9336,0.2376,0.8537,30.0,,Medium,0.9336,0.0
bpso,EA,30,Prostate_GSE6919_U95Av2,0.7012,0.2788,0.6552,30.0,,Hard,0.6777,0.0235
bpso,EA,30,Renal_GSE53757,0.8728,0.2046,0.837,30.0,,Medium,0.8678,0.005
bpso,EA,50,Bladder_GSE31189,0.6425,0.1446,0.5938,50.0,,Hard,0.651,-0.0085
bpso,EA,50,Breast_GSE70947,0.9252,0.3203,0.8687,50.0,,Medium,0.9363,-0.0111
bpso,EA,50,Colorectal_GSE44076,0.9998,0.3433,0.9885,50.0,,Easy,0.9999,-0.0001
bpso,EA,50,Colorectal_GSE44861,0.8956,0.2925,0.838,50.0,,Medium,0.8956,0.0
bpso,EA,50,Leukemia_GSE63270,1.0,0.3721,1.0,50.0,,Easy,1.0,0.0
bpso,EA,50,Liver_GSE14520_U133A,0.9817,0.3458,0.9648,50.0,,Easy,0.9824,-0.0007
bpso,EA,50,Liver_GSE76427,0.9816,0.3372,0.9486,50.0,,Easy,0.9711,0.0105
bpso,EA,50,Lung_GSE19804,0.9856,0.3371,0.9488,50.0,,Easy,0.9885,-0.0029
bpso,EA,50,Pancreatic_GSE16515,0.9262,0.2468,0.8607,50.0,,Medium,0.9269,-0.0007
bpso,EA,50,Prostate_GSE6919_U95Av2,0.6859,0.2907,0.6438,50.0,,Hard,0.6722,0.0137
bpso,EA,50,Renal_GSE53757,0.8749,0.2306,0.8385,50.0,,Medium,0.8676,0.0073
sfe,EA,3,Bladder_GSE31189,0.5757,0.0099,0.5331,3.0,,Hard,0.5353,0.0404
sfe,EA,3,Breast_GSE70947,0.8986,0.0166,0.8312,3.0,,Medium,0.9026,-0.004
sfe,EA,3,Colorectal_GSE44076,0.9948,0.1477,0.9865,3.0,,Easy,0.9975,-0.0027
sfe,EA,3,Colorectal_GSE44861,0.8916,0.0121,0.8267,3.0,,Medium,0.8898,0.0018
sfe,EA,3,Leukemia_GSE63270,0.9965,0.2277,0.9783,3.0,,Easy,0.9965,0.0
sfe,EA,3,Liver_GSE14520_U133A,0.9799,0.0421,0.9532,3.0,,Easy,0.9747,0.0052
sfe,EA,3,Liver_GSE76427,0.9689,0.0866,0.9367,3.0,,Easy,0.9678,0.0011
sfe,EA,3,Lung_GSE19804,0.9783,0.12,0.9488,3.0,,Easy,0.9788,-0.0005
sfe,EA,3,Pancreatic_GSE16515,0.8929,0.0377,0.8233,3.0,,Medium,0.8955,-0.0026
sfe,EA,3,Prostate_GSE6919_U95Av2,0.7582,0.0198,0.7015,3.0,,Hard,0.6976,0.0606
sfe,EA,3,Renal_GSE53757,0.8802,0.0088,0.8568,3.0,,Medium,0.8768,0.0034
sfe,EA,5,Bladder_GSE31189,0.598,0.0066,0.5588,5.0,,Hard,0.5564,0.0416
sfe,EA,5,Breast_GSE70947,0.9083,0.0199,0.8369,5.0,,Medium,0.914,-0.0057
sfe,EA,5,Colorectal_GSE44076,0.997,0.1886,0.9907,5.0,,Easy,0.9982,-0.0012
sfe,EA,5,Colorectal_GSE44861,0.8876,0.0204,0.8358,5.0,,Medium,0.8876,0.0
sfe,EA,5,Leukemia_GSE63270,0.9996,0.1986,0.995,5.0,,Easy,0.9988,0.0008
sfe,EA,5,Liver_GSE14520_U133A,0.9821,0.0511,0.9559,5.0,,Easy,0.9797,0.0024
sfe,EA,5,Liver_GSE76427,0.9644,0.0892,0.9444,5.0,,Easy,0.9671,-0.0027
sfe,EA,5,Lung_GSE19804,0.9832,0.1359,0.9436,5.0,,Easy,0.9792,0.004
sfe,EA,5,Pancreatic_GSE16515,0.9114,0.0499,0.849,5.0,,Medium,0.9264,-0.015
sfe,EA,5,Prostate_GSE6919_U95Av2,0.7457,0.0209,0.6855,5.0,,Hard,0.7076,0.0381
sfe,EA,5,Renal_GSE53757,0.882,0.0099,0.854,5.0,,Medium,0.8723,0.0097
sfe,EA,10,Bladder_GSE31189,0.5793,0.0052,0.5545,10.0,,Hard,0.5965,-0.0172
sfe,EA,10,Breast_GSE70947,0.9137,0.0221,0.8452,10.0,,Medium,0.9285,-0.0148
sfe,EA,10,Colorectal_GSE44076,0.9982,0.2709,0.9917,10.0,,Easy,0.9995,-0.0013
sfe,EA,10,Colorectal_GSE44861,0.8836,0.0312,0.8422,10.0,,Medium,0.8916,-0.008
sfe,EA,10,Leukemia_GSE63270,0.9996,0.2499,0.9967,10.0,,Easy,1.0,-0.0004
sfe,EA,10,Liver_GSE14520_U133A,0.9822,0.0619,0.9548,10.0,,Easy,0.981,0.0012
sfe,EA,10,Liver_GSE76427,0.9659,0.1125,0.9514,10.0,,Easy,0.9696,-0.0037
sfe,EA,10,Lung_GSE19804,0.984,0.1855,0.9451,10.0,,Easy,0.9851,-0.0011
sfe,EA,10,Pancreatic_GSE16515,0.9205,0.0938,0.8569,10.0,,Medium,0.9307,-0.0102
sfe,EA,10,Prostate_GSE6919_U95Av2,0.7331,0.0226,0.6967,10.0,,Hard,0.7075,0.0256
sfe,EA,10,Renal_GSE53757,0.8931,0.0135,0.8554,10.0,,Medium,0.8714,0.0217
sfe,EA,15,Bladder_GSE31189,0.6019,0.0093,0.5646,15.0,,Hard,0.6019,0.0
sfe,EA,15,Breast_GSE70947,0.9165,0.0247,0.8515,15.0,,Medium,0.9319,-0.0154
sfe,EA,15,Colorectal_GSE44076,0.9997,0.3298,0.9906,15.0,,Easy,0.9998,-0.0001
sfe,EA,15,Colorectal_GSE44861,0.8851,0.0394,0.8602,15.0,,Medium,0.8924,-0.0073
sfe,EA,15,Leukemia_GSE63270,1.0,0.31,0.9967,15.0,,Easy,1.0,0.0
sfe,EA,15,Liver_GSE14520_U133A,0.9825,0.072,0.9587,15.0,,Easy,0.982,0.0005
sfe,EA,15,Liver_GSE76427,0.9687,0.1359,0.9531,15.0,,Easy,0.9727,-0.004
sfe,EA,15,Lung_GSE19804,0.9888,0.2245,0.9523,15.0,,Easy,0.9872,0.0016
sfe,EA,15,Pancreatic_GSE16515,0.9281,0.1193,0.8579,15.0,,Medium,0.9281,0.0
sfe,EA,15,Prostate_GSE6919_U95Av2,0.7228,0.0228,0.6736,15.0,,Hard,0.7029,0.0199
sfe,EA,15,Renal_GSE53757,0.8877,0.0484,0.844,15.0,,Medium,0.8726,0.0151
sfe,EA,20,Bladder_GSE31189,0.5966,0.0135,0.5751,20.0,,Hard,0.6283,-0.0317
sfe,EA,20,Breast_GSE70947,0.9224,0.0411,0.8565,20.0,,Medium,0.9346,-0.0122
sfe,EA,20,Colorectal_GSE44076,0.9996,0.3596,0.9896,20.0,,Easy,0.9998,-0.0002
sfe,EA,20,Colorectal_GSE44861,0.8887,0.0765,0.8545,20.0,,Medium,0.896,-0.0073
sfe,EA,20,Leukemia_GSE63270,1.0,0.3729,0.9983,20.0,,Easy,1.0,0.0
sfe,EA,20,Liver_GSE14520_U133A,0.9822,0.0904,0.9627,20.0,,Easy,0.9822,0.0
sfe,EA,20,Liver_GSE76427,0.9677,0.1882,0.956,20.0,,Easy,0.968,-0.0003
sfe,EA,20,Lung_GSE19804,0.9882,0.2552,0.9523,20.0,,Easy,0.9878,0.0004
sfe,EA,20,Pancreatic_GSE16515,0.9338,0.1317,0.8515,20.0,,Medium,0.9281,0.0057
sfe,EA,20,Prostate_GSE6919_U95Av2,0.7179,0.0265,0.6732,20.0,,Hard,0.6908,0.0271
sfe,EA,20,Renal_GSE53757,0.8855,0.0987,0.844,20.0,,Medium,0.8707,0.0148
sfe,EA,30,Bladder_GSE31189,0.5833,0.0497,0.5452,30.0,,Hard,0.6312,-0.0479
sfe,EA,30,Breast_GSE70947,0.9253,0.0702,0.8585,30.0,,Medium,0.9373,-0.012
sfe,EA,30,Colorectal_GSE44076,0.9997,0.3783,0.9886,30.0,,Easy,0.9999,-0.0002
sfe,EA,30,Colorectal_GSE44861,0.8953,0.1471,0.8645,30.0,,Medium,0.896,-0.0007
sfe,EA,30,Leukemia_GSE63270,1.0,0.394,1.0,30.0,,Easy,1.0,0.0
sfe,EA,30,Liver_GSE14520_U133A,0.9834,0.1301,0.9592,30.0,,Easy,0.9832,0.0002
sfe,EA,30,Liver_GSE76427,0.971,0.2588,0.9566,30.0,,Easy,0.9685,0.0025
sfe,EA,30,Lung_GSE19804,0.9882,0.2862,0.9523,30.0,,Easy,0.989,-0.0008
sfe,EA,30,Pancreatic_GSE16515,0.9343,0.1539,0.8515,30.0,,Medium,0.9336,0.0007
sfe,EA,30,Prostate_GSE6919_U95Av2,0.716,0.0495,0.657,30.0,,Hard,0.6777,0.0383
sfe,EA,30,Renal_GSE53757,0.8845,0.1687,0.8328,30.0,,Medium,0.8678,0.0167
sfe,EA,50,Bladder_GSE31189,0.6158,0.1199,0.5747,50.0,,Hard,0.651,-0.0352
sfe,EA,50,Breast_GSE70947,0.9306,0.1522,0.8773,50.0,,Medium,0.9363,-0.0057
sfe,EA,50,Colorectal_GSE44076,0.9999,0.3791,0.9885,50.0,,Easy,0.9999,0.0
sfe,EA,50,Colorectal_GSE44861,0.8993,0.2454,0.8567,50.0,,Medium,0.8956,0.0037
sfe,EA,50,Leukemia_GSE63270,1.0,0.4083,1.0,50.0,,Easy,1.0,0.0
sfe,EA,50,Liver_GSE14520_U133A,0.983,0.2309,0.9587,50.0,,Easy,0.9824,0.0006
sfe,EA,50,Liver_GSE76427,0.9711,0.37,0.9466,50.0,,Easy,0.9711,0.0
sfe,EA,50,Lung_GSE19804,0.9856,0.316,0.9526,50.0,,Easy,0.9885,-0.0029
sfe,EA,50,Pancreatic_GSE16515,0.9269,0.1762,0.8586,50.0,,Medium,0.9269,0.0
sfe,EA,50,Prostate_GSE6919_U95Av2,0.6827,0.1352,0.6571,50.0,,Hard,0.6722,0.0105
sfe,EA,50,Renal_GSE53757,0.8744,0.2585,0.8203,50.0,,Medium,0.8676,0.0068
mel,EA,3,Bladder_GSE31189,0.5868,0.0066,0.5619,3.0,,Hard,0.5353,0.0515
mel,EA,3,Breast_GSE70947,0.9006,0.021,0.836,3.0,,Medium,0.9026,-0.002
mel,EA,3,Colorectal_GSE44076,0.9956,0.0711,0.9813,3.0,,Easy,0.9975,-0.0019
mel,EA,3,Colorectal_GSE44861,0.8793,0.0076,0.8193,3.0,,Medium,0.8898,-0.0105
mel,EA,3,Leukemia_GSE63270,0.9904,0.0077,0.96,3.0,,Easy,0.9965,-0.0061
mel,EA,3,Liver_GSE14520_U133A,0.9747,0.0165,0.9421,3.0,,Easy,0.9747,0.0
mel,EA,3,Liver_GSE76427,0.9644,0.0077,0.9107,3.0,,Easy,0.9678,-0.0034
mel,EA,3,Lung_GSE19804,0.968,0.0166,0.93,3.0,,Easy,0.9788,-0.0108
mel,EA,3,Pancreatic_GSE16515,0.89,0.0099,0.8398,3.0,,Medium,0.8955,-0.0055
mel,EA,3,Prostate_GSE6919_U95Av2,0.7646,0.0153,0.681,3.0,,Hard,0.6976,0.067
mel,EA,3,Renal_GSE53757,0.8883,0.1544,0.8622,3.0,,Medium,0.8768,0.0115
mel,EA,5,Bladder_GSE31189,0.5783,0.0106,0.5435,5.0,,Hard,0.5564,0.0219
mel,EA,5,Breast_GSE70947,0.914,0.0252,0.8507,5.0,,Medium,0.914,0.0
mel,EA,5,Colorectal_GSE44076,0.9972,0.2613,0.9885,5.0,,Easy,0.9982,-0.001
mel,EA,5,Colorectal_GSE44861,0.88,0.0485,0.8392,5.0,,Medium,0.8876,-0.0076
mel,EA,5,Leukemia_GSE63270,0.9988,0.1559,0.9883,5.0,,Easy,0.9988,0.0
mel,EA,5,Liver_GSE14520_U133A,0.9814,0.0178,0.9564,5.0,,Easy,0.9797,0.0017
mel,EA,5,Liver_GSE76427,0.9717,0.0446,0.9365,5.0,,Easy,0.9671,0.0046
mel,EA,5,Lung_GSE19804,0.9767,0.1359,0.9439,5.0,,Easy,0.9792,-0.0025
mel,EA,5,Pancreatic_GSE16515,0.9298,0.1193,0.867,5.0,,Medium,0.9264,0.0034
mel,EA,5,Prostate_GSE6919_U95Av2,0.7528,0.0143,0.6621,5.0,,Hard,0.7076,0.0452
mel,EA,5,Renal_GSE53757,0.8904,0.3573,0.8578,5.0,,Medium,0.8723,0.0181
mel,EA,10,Bladder_GSE31189,0.6335,0.0145,0.5717,10.0,,Hard,0.5965,0.037
mel,EA,10,Breast_GSE70947,0.9285,0.1861,0.8668,10.0,,Medium,0.9285,0.0
mel,EA,10,Colorectal_GSE44076,0.9992,0.5502,0.9917,10.0,,Easy,0.9995,-0.0003
mel,EA,10,Colorectal_GSE44861,0.8869,0.31,0.8507,10.0,,Medium,0.8916,-0.0047
mel,EA,10,Leukemia_GSE63270,1.0,0.5426,0.995,10.0,,Easy,1.0,0.0
mel,EA,10,Liver_GSE14520_U133A,0.9824,0.3194,0.961,10.0,,Easy,0.981,0.0014
mel,EA,10,Liver_GSE76427,0.9762,0.3699,0.9489,10.0,,Easy,0.9696,0.0066
mel,EA,10,Lung_GSE19804,0.9813,0.4142,0.9488,10.0,,Easy,0.9851,-0.0038
mel,EA,10,Pancreatic_GSE16515,0.9283,0.2522,0.8537,10.0,,Medium,0.9307,-0.0024
mel,EA,10,Prostate_GSE6919_U95Av2,0.74,0.0282,0.6673,10.0,,Hard,0.7075,0.0325
mel,EA,10,Renal_GSE53757,0.8875,0.3179,0.8509,10.0,,Medium,0.8714,0.0161
mel,EA,15,Bladder_GSE31189,0.6615,0.0253,0.599,15.0,,Hard,0.6019,0.0596
mel,EA,15,Breast_GSE70947,0.9384,0.3302,0.8773,15.0,,Medium,0.9319,0.0065
mel,EA,15,Colorectal_GSE44076,0.9997,0.6368,0.9937,15.0,,Easy,0.9998,-0.0001
mel,EA,15,Colorectal_GSE44861,0.9102,0.4361,0.8685,15.0,,Medium,0.8924,0.0178
mel,EA,15,Leukemia_GSE63270,1.0,0.6279,0.995,15.0,,Easy,1.0,0.0
mel,EA,15,Liver_GSE14520_U133A,0.982,0.5157,0.9603,15.0,,Easy,0.982,0.0
mel,EA,15,Liver_GSE76427,0.9758,0.5948,0.9557,15.0,,Easy,0.9727,0.0031
mel,EA,15,Lung_GSE19804,0.9829,0.5136,0.9507,15.0,,Easy,0.9872,-0.0043
mel,EA,15,Pancreatic_GSE16515,0.9243,0.334,0.8699,15.0,,Medium,0.9281,-0.0038
mel,EA,15,Prostate_GSE6919_U95Av2,0.7392,0.0593,0.6785,15.0,,Hard,0.7029,0.0363
mel,EA,15,Renal_GSE53757,0.8841,0.3474,0.8452,15.0,,Medium,0.8726,0.0115
mel,EA,20,Bladder_GSE31189,0.6564,0.038,0.5998,20.0,,Hard,0.6283,0.0281
mel,EA,20,Breast_GSE70947,0.9366,0.3902,0.8759,20.0,,Medium,0.9346,0.002
mel,EA,20,Colorectal_GSE44076,0.9998,0.7166,0.9948,20.0,,Easy,0.9998,0.0
mel,EA,20,Colorectal_GSE44861,0.9131,0.4657,0.8625,20.0,,Medium,0.896,0.0171
mel,EA,20,Leukemia_GSE63270,1.0,0.642,0.9967,20.0,,Easy,1.0,0.0
mel,EA,20,Liver_GSE14520_U133A,0.9827,0.58,0.9603,20.0,,Easy,0.9822,0.0005
mel,EA,20,Liver_GSE76427,0.9741,0.6562,0.9526,20.0,,Easy,0.968,0.0061
mel,EA,20,Lung_GSE19804,0.9862,0.5703,0.9542,20.0,,Easy,0.9878,-0.0016
mel,EA,20,Pancreatic_GSE16515,0.9281,0.3704,0.8537,20.0,,Medium,0.9281,0.0
mel,EA,20,Prostate_GSE6919_U95Av2,0.7236,0.0892,0.6654,20.0,,Hard,0.6908,0.0328
mel,EA,20,Renal_GSE53757,0.8875,0.3908,0.844,20.0,,Medium,0.8707,0.0168
mel,EA,30,Bladder_GSE31189,0.6433,0.0799,0.6,30.0,,Hard,0.6312,0.0121
mel,EA,30,Breast_GSE70947,0.9376,0.4895,0.8814,30.0,,Medium,0.9373,0.0003
mel,EA,30,Colorectal_GSE44076,0.9998,0.7697,0.9948,30.0,,Easy,0.9999,-0.0001
mel,EA,30,Colorectal_GSE44861,0.9069,0.517,0.8447,30.0,,Medium,0.896,0.0109
mel,EA,30,Leukemia_GSE63270,1.0,0.6682,0.9983,30.0,,Easy,1.0,0.0
mel,EA,30,Liver_GSE14520_U133A,0.9824,0.6723,0.9563,30.0,,Easy,0.9832,-0.0008
mel,EA,30,Liver_GSE76427,0.9682,0.7425,0.9537,30.0,,Easy,0.9685,-0.0003
mel,EA,30,Lung_GSE19804,0.989,0.672,0.9542,30.0,,Easy,0.989,0.0
mel,EA,30,Pancreatic_GSE16515,0.936,0.4559,0.8575,30.0,,Medium,0.9336,0.0024
mel,EA,30,Prostate_GSE6919_U95Av2,0.6939,0.1582,0.653,30.0,,Hard,0.6777,0.0162
mel,EA,30,Renal_GSE53757,0.8867,0.4332,0.8456,30.0,,Medium,0.8678,0.0189
mel,EA,50,Bladder_GSE31189,0.642,0.1479,0.5652,50.0,,Hard,0.651,-0.009
mel,EA,50,Breast_GSE70947,0.9367,0.557,0.882,50.0,,Medium,0.9363,0.0004
mel,EA,50,Colorectal_GSE44076,0.9999,0.7664,0.9927,50.0,,Easy,0.9999,0.0
mel,EA,50,Colorectal_GSE44861,0.8971,0.5983,0.8582,50.0,,Medium,0.8956,0.0015
mel,EA,50,Leukemia_GSE63270,1.0,0.7018,1.0,50.0,,Easy,1.0,0.0
mel,EA,50,Liver_GSE14520_U133A,0.9828,0.7442,0.9614,50.0,,Easy,0.9824,0.0004
mel,EA,50,Liver_GSE76427,0.972,0.7531,0.9417,50.0,,Easy,0.9711,0.0009
mel,EA,50,Lung_GSE19804,0.9902,0.7143,0.9542,50.0,,Easy,0.9885,0.0017
mel,EA,50,Pancreatic_GSE16515,0.93,0.5424,0.8579,50.0,,Medium,0.9269,0.0031
mel,EA,50,Prostate_GSE6919_U95Av2,0.6724,0.2683,0.6183,50.0,,Hard,0.6722,0.0002
mel,EA,50,Renal_GSE53757,0.8826,0.4709,0.8356,50.0,,Medium,0.8676,0.015
